,composite_element_ref,methyl_itensity,unmethyl_intensity,detection_p_value
15923,cg15846641,268.16480264655104,16152.485522468301,0.0
15924,cg15846718,177.598923410705,4356.43937916019,0.0
15925,cg15847988,2319.4393792041897,232.73016443447497,0.0
15926,cg15851800,227.89482575794497,12437.4393791602,0.0
15927,cg15852879,176.28514601879,15899.4393791602,0.0
15928,cg15852891,3622.48552246827,8966.48552246827,0.0
15929,cg15853125,462.74605369264395,12214.485522468301,0.0
15930,cg15853374,497.69908149835294,33266.4855224683,0.0
15931,cg15854296,190.979836622417,5787.439379160191,0.0
15932,cg15856055,1235.8044609660901,10130.4855224683,0.0
15933,cg15857475,194.018413437179,18148.4393791602,0.0
15934,cg15860839,977.543240353511,18643.4855224683,0.0
15935,cg15861540,343.711231144358,27995.4855224683,0.0
15936,cg15862544,8991.48552246827,1788.52471278535,0.0
15937,cg15863254,1624.6577186461902,34080.4855224683,0.0
15938,cg15864184,1900.43943995977,13641.4393791602,0.0
15939,cg15865742,558.5297948684839,9440.43937916019,0.0
15940,cg15868151,334.370982215438,29543.4855224683,0.0
15941,cg15868302,6926.485522468271,16139.485522468301,0.0
15942,cg15869022,6347.439379160191,2420.4393791663897,0.0
15943,cg15869642,2429.48555286797,2560.4855278392,0.0
15944,cg15870225,7963.485522468271,298.79517623731005,0.0
15945,cg15872103,623.770318970193,31598.4393791602,0.0
15946,cg15873301,6138.485522468271,7850.485522468271,0.0
15947,cg15873633,261.047968681253,9531.48552246827,0.0
15948,cg15873715,265.35008688397005,14853.4393791602,0.0
15949,cg15875120,227.89482575794497,15340.4393791602,0.0
15950,cg15875314,805.0429066684089,898.3054132774789,0.0
15951,cg15876417,210.72457857141998,1061.9828215816199,0.0
15952,cg15877314,305.562182229016,12434.485522468301,0.0
15953,cg15878317,16655.4855224683,8346.48552246827,0.0
15954,cg15879316,947.4585054592699,20918.4855224683,0.0
15955,cg15880738,21721.4855224683,8733.48552246827,0.0
15956,cg15881088,453.847310195945,34080.4855224683,0.0
15957,cg15881727,305.498696870628,13949.4393791602,0.0
15958,cg15882999,251.878183578693,28750.4855224683,0.0
15959,cg15883716,754.848595845977,8781.43937916019,0.0
15960,cg15883761,318.15490364091,24575.4393791602,0.0
15961,cg15884411,309.380032749029,20488.4393791602,0.0
15962,cg15885734,6110.439379160191,294.611120147187,0.0
15963,cg15887846,8319.48552246827,18682.4855224683,0.0
15964,cg15888522,2481.43937916201,344.253455944995,0.0
15965,cg15890111,296.042057269931,23988.4855224683,0.0
15966,cg15890484,287.059045101978,4535.43937916019,0.0
15967,cg15893253,188.02133841654597,10939.4393791602,0.0
15968,cg15894661,290.916124210359,17742.4855224683,0.0
15969,cg15895197,22261.4855224683,16823.4855224683,0.0
15970,cg15895359,18143.4393791602,25688.4393791602,0.0
15971,cg15896447,13260.485522468301,1035.05409201039,0.0
15972,cg15897310,304.70380650824404,12063.485522468301,0.0
15973,cg15898840,346.058972485718,14453.4393791602,0.0
15974,cg15900519,217.753477725508,6101.439379160191,0.0
15975,cg15900980,13443.4393791602,7772.439379160191,0.0
15976,cg15901783,13746.485522468301,20172.4855224683,0.0
15977,cg15903282,5016.485522468271,6380.485522468271,0.0
15978,cg15903395,7100.439379160191,2821.4393791601897,0.0
15979,cg15903421,298.51812602897803,21225.4855224683,0.0
15980,cg15903837,2075.43938269737,270.14460378721196,0.0
15981,cg15905124,10529.4855224683,4507.485522468271,0.0
15982,cg15905634,4346.485522468271,622.6378076585679,0.0
15983,cg15905979,431.44743870123904,1939.4394121292,0.0
15984,cg15910079,4530.43937916019,10698.4393791602,0.0
15985,cg15910208,1117.5544294930498,19502.4855224683,0.0
15986,cg15910230,6881.485522468271,353.777414470258,0.0
15987,cg15911500,260.599195285371,32775.4855224683,0.0
15988,cg15912427,302.440993176885,11012.4393791602,0.0
15989,cg15913671,5852.439379160191,11581.4393791602,0.0
15990,cg15914863,15181.4393791602,2880.4393791601897,0.0
15991,cg15915418,27456.4855224683,30525.4855224683,0.0
15992,cg15916061,8685.43937916019,7078.439379160191,0.0
15993,cg15916628,1476.06913292981,4014.48552246827,0.0
15994,cg15918284,271.77077318582803,4975.43937916019,0.0
15995,cg15919045,193.442464679535,21319.4393791602,0.0
15996,cg15920202,234.290507618171,13498.4393791602,0.0
15997,cg15923513,634.325312065879,17861.4855224683,0.0
15998,cg15925792,554.798490515912,17672.4855224683,0.0
15999,cg15926557,3345.4855224682897,409.321807419684,0.0
16000,cg15926585,16865.4855224683,6766.485522468271,0.0
16001,cg15927263,219.157663473333,18218.4393791602,0.0
16002,cg15928132,2837.4393791601897,4225.43937916019,0.0
16003,cg15928398,18482.4855224683,7103.485522468271,0.0
16004,cg15928446,269.57786076890204,16540.4855224683,0.0
16005,cg15929201,345.606479833337,26416.4393791602,0.0
16006,cg15931943,333.717703723265,33233.4855224683,0.0
16007,cg15932716,324.447818843112,29504.4855224683,0.0
16008,cg15933546,7710.485522468271,258.373784290384,0.0
16009,cg15936718,187.11283828090998,2249.43937932306,0.0
16010,cg15937081,188.02133841654597,4721.43937916019,0.0
16011,cg15937958,11353.485522468301,9701.48552246827,0.0
16012,cg15940569,1033.18059004879,4909.485522468271,0.0
16013,cg15942481,319.798791513796,7462.485522468271,0.0
16014,cg15942562,14611.4393791602,817.094670734695,0.0
16015,cg15944762,255.092549883593,18710.4855224683,0.0
16016,cg15944856,21786.4855224683,13696.485522468301,0.0
16017,cg15945417,270.526449689208,35906.4855224683,0.0
16018,cg15945602,4370.43937916019,1498.4554673378698,0.0
16019,cg15945754,4433.485522468271,331.445569744774,0.0
16020,cg15945769,269.57786076890204,17347.4855224683,0.0
16021,cg15946545,231.677809364364,11097.485522468301,0.0
16022,cg15946807,7557.485522468271,3693.48552246827,0.0
16023,cg15947959,305.498696870628,10041.4393791602,0.0
16024,cg15948326,323.080689518594,21140.4393791602,0.0
16025,cg15949277,425.640812629962,10537.4393791602,0.0
16026,cg15951107,204.89899853974399,11974.4393791602,0.0
16027,cg15952487,535.030042613879,9272.48552246827,0.0
16028,cg15952725,4069.48552246827,449.95776686269005,0.0
16029,cg15954792,9619.48552246827,3671.48552246827,0.0
16030,cg15955341,255.960943379292,17804.4855224683,0.0
16031,cg15957394,319.377016001382,8056.439379160191,0.0
16032,cg15958424,2422.48555573247,13507.485522468301,0.0
16033,cg15959756,633.63243595488,37522.4855224683,0.0
16034,cg15963417,231.862650367924,15260.485522468301,0.0
16035,cg15963971,201.57096787267503,9968.43937916019,0.0
16036,cg15965055,538.569256074477,29161.4855224683,0.0
16037,cg15965510,223.26288135820099,8010.485522468271,0.0
16038,cg15965913,591.261094937203,21657.4393791602,0.0
16039,cg15966253,281.569364924495,21652.4855224683,0.0
16040,cg15966757,10113.4855224683,2419.4855570385503,0.0
16041,cg15967525,4133.43937916019,3981.4393791601897,0.0
16042,cg15970621,225.53798095445302,22804.4855224683,0.0
16043,cg15971505,175.634641888946,6082.439379160191,0.0
16044,cg15971836,284.253308062882,14832.4393791602,0.0
16045,cg15972294,216.502832175881,7630.485522468271,0.0
16046,cg15972617,317.358990396359,3497.4855224682697,0.0
16047,cg15973234,944.7433974287061,19639.4855224683,0.0
16048,cg15974053,1757.4398943,20740.4393791602,0.0
16049,cg15974062,267.696387443692,17973.4855224683,0.0
16050,cg15975283,6459.439379160191,7614.439379160191,0.0
16051,cg15976539,2285.4393792437,3420.4393791601897,0.0
16052,cg15977272,25148.4855224683,12927.485522468301,0.0
16053,cg15977278,378.25351911757696,33777.4855224683,0.0
16054,cg15977816,195.373617986659,2277.43937925715,0.0
16055,cg15979098,254.87619561088403,9676.48552246827,0.0
16056,cg15979932,1825.43956959651,2988.4393791601897,0.0
16057,cg15980408,1223.09615560707,20355.4855224683,0.0
16058,cg15981265,287.74817637964804,21672.4855224683,0.0
16059,cg15981554,28692.4855224683,21069.4855224683,0.0
16060,cg15981753,12404.485522468301,24291.4855224683,0.0
16061,cg15982308,347.481655727185,19248.4855224683,0.0
16062,cg15982419,2175.43937978193,7857.439379160191,0.0
16063,cg15983005,7228.439379160191,3113.4393791601897,0.0
16064,cg15983520,9484.48552246827,3203.48552246855,0.0
16065,cg15983538,3064.48552247117,11237.485522468301,0.0
16066,cg15984612,252.866345410754,14941.4393791602,0.0
16067,cg15984661,8179.485522468271,8104.485522468271,0.0
16068,cg15984822,2221.4393794320104,24541.4393791602,0.0
16069,cg15988232,2551.43937916062,7650.439379160191,0.0
16070,cg15988792,22896.4855224683,14438.485522468301,0.0
16071,cg15989091,10281.4393791602,8336.43937916019,0.0
16072,cg15990015,464.751443666553,25321.4855224683,0.0
16073,cg15991288,265.143155195052,27049.4855224683,0.0
16074,cg15992730,2950.4393791601897,904.054018134022,0.0
16075,cg15993402,252.090425284826,21139.4855224683,0.0
16076,cg15993674,373.25453080342794,34704.4855224683,0.0
16077,cg15994159,343.03189178899,22706.4855224683,0.0
16078,cg15994781,193.63412594170399,8607.43937916019,0.0
16079,cg15995002,199.53629329164798,7668.439379160191,0.0
16080,cg15996947,4476.485522468271,2099.4871184407602,0.0
16081,cg15997411,12489.485522468301,402.93385196524804,0.0
16082,cg15998761,3326.4393791601897,422.768950066728,0.0
16083,cg16000832,247.075857114558,22400.4855224683,0.0
16084,cg16000888,266.763439562967,15034.485522468301,0.0
16085,cg16001460,174.666773016755,4314.43937916019,0.0
16086,cg16001913,3733.4393791601897,877.310718136017,0.0
16087,cg16003238,8165.485522468271,5512.485522468271,0.0
16088,cg16003500,295.768859736592,12057.485522468301,0.0
16089,cg16003913,16965.4855224683,15525.485522468301,0.0
16090,cg16004226,1047.25929348662,22683.4855224683,0.0
16091,cg16004800,259.038192677799,9405.48552246827,0.0
16092,cg16005224,12420.4393791602,12639.4393791602,0.0
16093,cg16005443,2193.4393796109102,14785.4393791602,0.0
16094,cg16007185,202.08490820322498,24622.4855224683,0.0
16095,cg16007628,185.674818082168,6763.439379160191,0.0
16096,cg16007680,226.06860549790198,20101.4855224683,0.0
16097,cg16008138,12895.485522468301,7549.485522468271,0.0
16098,cg16009558,7066.439379160191,9145.43937916019,0.0
16099,cg16011258,187.293935554431,9688.43937916019,0.0
16100,cg16013246,238.49109925005402,12357.485522468301,0.0
16101,cg16014085,9693.48552246827,4757.485522468271,0.0
16102,cg16016036,7165.485522468271,9182.48552246827,0.0
16103,cg16016641,499.54768463964103,11119.4393791602,0.0
16104,cg16016951,293.057813971512,13396.485522468301,0.0
16105,cg16017358,282.83960830061903,21787.4855224683,0.0
16106,cg16017492,11838.4393791602,775.674238870587,0.0
16107,cg16019273,8027.485522468271,7514.485522468271,0.0
16108,cg16019620,591.261094937203,1302.59005832177,0.0
16109,cg16020904,4194.485522468271,4251.485522468271,0.0
16110,cg16022279,10971.4393791602,6084.439379160191,0.0
16111,cg16022344,454.825965099741,30616.4855224683,0.0
16112,cg16025584,1558.78555120577,30261.4855224683,0.0
16113,cg16026550,459.26108923199206,19532.4855224683,0.0
16114,cg16028753,18777.4855224683,21180.4855224683,0.0
16115,cg16028934,201.502692267582,15767.485522468301,0.0
16116,cg16029636,384.133496591736,29233.4855224683,0.0
16117,cg16029760,5728.485522468271,9883.48552246827,0.0
16118,cg16029957,220.346245810401,593.2954231985469,0.0
16119,cg16034046,264.453534570333,23739.4855224683,0.0
16120,cg16034652,561.513643344292,1575.4455060340197,0.0
16121,cg16035277,2116.43938091171,20051.4393791602,0.0
16122,cg16035531,1277.63530941621,340.234275941473,0.0
16123,cg16036738,4867.485522468271,1080.34297040321,0.0
16124,cg16037142,217.520852687707,10832.4393791602,0.0
16125,cg16040953,225.18540500161598,12780.485522468301,0.0
16126,cg16041611,401.671677204907,40328.4855224683,0.0
16127,cg16041660,467.272532934848,27938.4855224683,0.0
16128,cg16042149,4243.485522468271,11084.485522468301,0.0
16129,cg16045696,39735.4855224683,39456.4855224683,0.0
16130,cg16046376,6738.439379160191,1180.956385186,0.0
16131,cg16046465,300.175030117048,17104.4393791602,0.0
16132,cg16046951,241.243101449845,3683.4393791601897,0.0
16133,cg16047482,190.419093826897,19727.4393791602,0.0
16134,cg16049587,296.44985112041,7359.439379160191,0.0
16135,cg16050349,6174.485522468271,1055.7361740607598,0.0
16136,cg16050784,182.25870828549,24634.4855224683,0.0
16137,cg16050957,289.061700085923,51832.4855224683,0.0
16138,cg16051027,528.0247713812059,33057.4855224683,0.0
16139,cg16051685,8852.43937916019,1048.1795237030499,0.0
16140,cg16052901,460.25362232343696,5372.485522468271,0.0
16141,cg16054422,202.18811485320802,9055.43937916019,0.0
16142,cg16060664,256.615376639437,32616.4855224683,0.0
16143,cg16062480,265.143155195052,17036.4855224683,0.0
16144,cg16063112,4591.485522468271,4974.485522468271,0.0
16145,cg16063666,242.065736376213,9208.43937916019,0.0
16146,cg16065186,321.427674014966,26536.4393791602,0.0
16147,cg16068780,4321.43937916019,321.427674014966,0.0
16148,cg16068833,12764.485522468301,5855.485522468271,0.0
16149,cg16069236,210.503996246136,8396.43937916019,0.0
16150,cg16069910,9831.43937916019,2861.4393791601897,0.0
16151,cg16070444,166.070639795467,7987.439379160191,0.0
16152,cg16072030,269.814514992589,24416.4855224683,0.0
16153,cg16072462,3393.48552246828,21522.4855224683,0.0
16154,cg16075384,236.13156827743998,11260.4393791602,0.0
16155,cg16075940,11085.485522468301,572.783464369679,0.0
16156,cg16076328,5329.43937916019,12207.4393791602,0.0
16157,cg16077929,4596.43937916019,1799.43965902397,0.0
16158,cg16078836,219.865213515005,4810.43937916019,0.0
16159,cg16080552,893.8388400112469,13890.485522468301,0.0
16160,cg16082125,12177.485522468301,13915.485522468301,0.0
16161,cg16084788,10248.4393791602,645.834450706397,0.0
16162,cg16085042,660.4304282620919,29578.4855224683,0.0
16163,cg16087263,21805.4855224683,3573.48552246827,0.0
16164,cg16090392,834.987983687702,31990.4855224683,0.0
16165,cg16091845,182.855227142826,13223.4393791602,0.0
16166,cg16092786,7216.439379160191,11437.4393791602,0.0
16167,cg16092956,315.327305483316,12706.4393791602,0.0
16168,cg16094520,640.0658722671401,17431.4393791602,0.0
16169,cg16094954,278.556657783368,10409.4855224683,0.0
16170,cg16097079,7335.439379160191,15586.4393791602,0.0
16171,cg16097772,4336.43937916019,2054.43938420299,0.0
16172,cg16098170,26212.4855224683,3513.4855224682697,0.0
16173,cg16098726,7491.439379160191,362.85029687597506,0.0
16174,cg16098981,9878.48552246827,11226.485522468301,0.0
16175,cg16101572,254.660138059022,20488.4855224683,0.0
16176,cg16101800,4323.43937916019,9072.43937916019,0.0
16177,cg16104446,1124.32141917509,15074.4393791602,0.0
16178,cg16106497,5266.485522468271,1382.6718231400198,0.0
16179,cg16107172,22350.4855224683,1124.26839514014,0.0
16180,cg16107553,183.72836400185003,9040.43937916019,0.0
16181,cg16108132,161.771666364734,7280.439379160191,0.0
16182,cg16109297,1221.1429668446099,22988.4855224683,0.0
16183,cg16111791,845.1484891234289,19021.4393791602,0.0
16184,cg16112050,9858.43937916019,11540.4393791602,0.0
16185,cg16112129,4845.485522468271,14555.485522468301,0.0
16186,cg16112157,3211.4393791601897,2927.4393791601897,0.0
16187,cg16112945,7807.439379160191,2665.43937916023,0.0
16188,cg16114640,178.92995052338298,2951.4393791601897,0.0
16189,cg16116363,347.136495949704,27697.4855224683,0.0
16190,cg16118817,10418.4393791602,14573.4393791602,0.0
16191,cg16119128,4091.4393791601897,15264.4393791602,0.0
16192,cg16119274,262.401739641095,11376.485522468301,0.0
16193,cg16120811,258.373784290384,21795.4855224683,0.0
16194,cg16121444,313.72652498727,14311.4393791602,0.0
16195,cg16122592,3632.48552246827,11514.485522468301,0.0
16196,cg16124337,497.155827009636,27012.4855224683,0.0
16197,cg16124821,240.152911957845,16677.4393791602,0.0
16198,cg16125615,5114.43937916019,339.791375871624,0.0
16199,cg16127845,6976.439379160191,5428.43937916019,0.0
16200,cg16127900,229.151890577922,474.45957075128604,0.0
16201,cg16128363,7943.439379160191,584.292242759732,0.0
16202,cg16129797,649.030118059611,34010.4855224683,0.0
16203,cg16129988,1106.06869745623,36836.4855224683,0.0
16204,cg16131766,511.855904211006,754.848595845977,0.0
16205,cg16133244,19349.4855224683,5626.485522468271,0.0
16206,cg16137862,190.419093826897,3481.4393791601897,0.0
16207,cg16139316,6137.439379160191,2332.43937919455,0.0
16208,cg16140179,1508.45361079609,3257.4393791601897,0.0
16209,cg16141690,3273.4393791601897,32532.4393791602,0.0
16210,cg16142218,1069.87954115625,5022.43937916019,0.0
16211,cg16142977,242.02387101852798,12227.485522468301,0.0
16212,cg16144006,13366.485522468301,224.308051688779,0.0
16213,cg16148270,4062.48552246827,11353.485522468301,0.0
16214,cg16148403,222.053969348157,14368.485522468301,0.0
16215,cg16148454,3392.4393791601897,229.404612332168,0.0
16216,cg16150435,18088.4855224683,7029.485522468271,0.0
16217,cg16152813,18728.4393791602,18165.4393791602,0.0
16218,cg16153267,2284.43937924528,958.118939464116,0.0
16219,cg16154416,4120.485522468271,27528.4855224683,0.0
16220,cg16155382,266.616415044899,9104.43937916019,0.0
16221,cg16155588,352.93606689176397,743.1905329125459,0.0
16222,cg16155702,22692.4393791602,9435.43937916019,0.0
16223,cg16158220,2531.43937916084,5018.43937916019,0.0
16224,cg16158681,13930.485522468301,10144.4855224683,0.0
16225,cg16158807,3157.48552246889,6404.485522468271,0.0
16226,cg16158874,31754.4855224683,18242.4855224683,0.0
16227,cg16159313,12707.4393791602,492.82732016816595,0.0
16228,cg16160720,588.931311020937,26283.4393791602,0.0
16229,cg16161425,380.98247401213797,26631.4855224683,0.0
16230,cg16166399,197.734241489603,6645.439379160191,0.0
16231,cg16168311,1808.4396242608802,20717.4393791602,0.0
16232,cg16169604,589.7071487734751,5473.43937916019,0.0
16233,cg16173067,15259.485522468301,5726.485522468271,0.0
16234,cg16173109,1898.4394418770603,4732.43937916019,0.0
16235,cg16174071,6830.485522468271,1368.79874645743,0.0
16236,cg16174234,204.688338150949,8783.43937916019,0.0
16237,cg16175263,11827.485522468301,7225.485522468271,0.0
16238,cg16175725,8095.439379160191,389.400631191998,0.0
16239,cg16175792,4074.4393791601897,870.659650478732,0.0
16240,cg16176301,220.10187710551799,15256.4393791602,0.0
16241,cg16176379,7420.485522468271,20013.4855224683,0.0
16242,cg16176600,2136.4393803970897,8256.43937916019,0.0
16243,cg16177163,2418.43937916664,4219.43937916019,0.0
16244,cg16177830,2619.4855248561103,3177.4855224687103,0.0
16245,cg16178491,459.26108923199206,20104.4855224683,0.0
16246,cg16179125,279.055284508125,18368.4855224683,0.0
16247,cg16181202,475.104130212874,14719.4393791602,0.0
16248,cg16182127,268.634517291795,24834.4855224683,0.0
16249,cg16184930,202.394528540191,10658.4393791602,0.0
16250,cg16184943,4843.43937916019,8767.43937916019,0.0
16251,cg16185365,218.453758420376,14582.4393791602,0.0
16252,cg16188038,194.40399174932702,17177.4393791602,0.0
16253,cg16188243,178.595561739548,4053.4393791601897,0.0
16254,cg16189954,352.00935372477403,26102.4393791602,0.0
16255,cg16191009,12590.485522468301,2885.48552251732,0.0
16256,cg16191875,805.586711648231,977.543240353511,0.0
16257,cg16192029,14010.485522468301,3857.48552246827,0.0
16258,cg16192575,9694.43937916019,6859.439379160191,0.0
16259,cg16192916,348.173419573634,35837.4855224683,0.0
16260,cg16193203,5164.43937916019,359.508069696053,0.0
16261,cg16194715,10398.4855224683,6728.485522468271,0.0
16262,cg16195804,220.576429268622,9440.43937916019,0.0
16263,cg16196602,590.693210759759,12810.485522468301,0.0
16264,cg16196812,29981.4855224683,32599.4855224683,0.0
16265,cg16199381,211.16687630126498,6547.439379160191,0.0
16266,cg16200844,393.38681694188995,24374.4855224683,0.0
16267,cg16202564,5813.439379160191,12456.4393791602,0.0
16268,cg16204289,18006.4855224683,2907.4855225032397,0.0
16269,cg16204757,9337.48552246827,11494.485522468301,0.0
16270,cg16205058,274.40221365906604,5086.43937916019,0.0
16271,cg16208136,388.358131456886,9655.43937916019,0.0
16272,cg16208271,297.189779487139,17346.4393791602,0.0
16273,cg16208448,181.816908448059,1954.43940512757,0.0
16274,cg16208491,1166.03595595804,12367.4393791602,0.0
16275,cg16209630,244.427399444641,26824.4855224683,0.0
16276,cg16211684,325.704152279986,20607.4855224683,0.0
16277,cg16213655,1292.6068504494099,15501.4393791602,0.0
16278,cg16213976,198.531776430153,9880.43937916019,0.0
16279,cg16215361,1031.30823499905,1195.80152597723,0.0
16280,cg16218254,495.505361522819,14844.4393791602,0.0
16281,cg16218377,237.140295848208,22066.4855224683,0.0
16282,cg16218387,220.338948766406,14104.4393791602,0.0
16283,cg16218424,262.85549296183996,4960.485522468271,0.0
16284,cg16219122,204.268089676376,1091.62658900909,0.0
16285,cg16220183,17921.4855224683,23004.4855224683,0.0
16286,cg16220802,244.280541277017,11545.4393791602,0.0
16287,cg16221059,5610.485522468271,29483.4855224683,0.0
16288,cg16222568,7991.485522468271,825.679181095658,0.0
16289,cg16222698,176.28514601879,6018.439379160191,0.0
16290,cg16222762,281.142921778191,14889.4393791602,0.0
16291,cg16224854,334.099975558341,20100.4393791602,0.0
16292,cg16225091,10951.4393791602,7733.439379160191,0.0
16293,cg16225429,481.687707173481,18618.4855224683,0.0
16294,cg16225441,1645.44182079522,18139.4393791602,0.0
16295,cg16225753,280.307945549285,17979.4855224683,0.0
16296,cg16227684,4159.43937916019,3141.4393791601897,0.0
16297,cg16227775,1186.08100496172,8251.48552246827,0.0
16298,cg16228804,256.42829440459997,16071.4393791602,0.0
16299,cg16232126,7974.485522468271,7599.485522468271,0.0
16300,cg16232979,242.616550088298,16728.4393791602,0.0
16301,cg16233911,244.00200123014702,13562.4393791602,0.0
16302,cg16233998,653.2996940982019,19585.4393791602,0.0
16303,cg16235034,1334.17103355767,30444.4855224683,0.0
16304,cg16235860,318.270710627724,33887.4855224683,0.0
16305,cg16236759,244.83907813595403,14871.4393791602,0.0
16306,cg16236875,1374.5081047137398,21890.4393791602,0.0
16307,cg16237595,154.139709411544,14869.4393791602,0.0
16308,cg16239406,272.921080956385,20393.4855224683,0.0
16309,cg16240480,362.370525645528,9432.43937916019,0.0
16310,cg16241648,306.424175524217,21749.4855224683,0.0
16311,cg16241714,246.46050706058398,25859.4855224683,0.0
16312,cg16242770,3968.4393791601897,3143.4393791601897,0.0
16313,cg16243644,10072.4855224683,13148.485522468301,0.0
16314,cg16243646,296.589601164504,7232.485522468271,0.0
16315,cg16245261,548.186755565642,4074.4393791601897,0.0
16316,cg16245339,319.492317863275,27593.4855224683,0.0
16317,cg16245844,415.83964338967996,30613.4855224683,0.0
16318,cg16246410,281.822705572085,21488.4855224683,0.0
16319,cg16248277,2126.43938063269,11452.4393791602,0.0
16320,cg16249454,197.337485812389,14352.4393791602,0.0
16321,cg16249711,17549.4393791602,1327.5546640606199,0.0
16322,cg16250355,360.959911237365,27037.4855224683,0.0
16323,cg16250754,214.30572405976298,2066.43938327981,0.0
16324,cg16253168,201.161274875761,19359.4393791602,0.0
16325,cg16253412,319.377016001382,4868.43937916019,0.0
16326,cg16254309,11894.485522468301,10271.4855224683,0.0
16327,cg16254764,2305.48566662227,26691.4855224683,0.0
16328,cg16256230,17586.4855224683,18555.4855224683,0.0
16329,cg16256504,3281.4393791601897,29834.4393791602,0.0
16330,cg16256610,274.373901402142,37193.4855224683,0.0
16331,cg16256643,194.211040926463,2237.4393793632003,0.0
16332,cg16257040,267.696387443692,20182.4855224683,0.0
16333,cg16257086,218.9961963373,21579.4855224683,0.0
16334,cg16257091,345.075608802845,4197.485522468271,0.0
16335,cg16257685,216.17407749461202,9963.48552246827,0.0
16336,cg16261965,245.962003306029,4993.43937916019,0.0
16337,cg16263182,27712.4855224683,38580.4855224683,0.0
16338,cg16264526,292.425420361693,2337.4393791914104,0.0
16339,cg16267059,203.223691482536,12046.4393791602,0.0
16340,cg16267266,4644.485522468271,290.119148239838,0.0
16341,cg16267491,242.82070020751598,10223.4855224683,0.0
16342,cg16268051,168.90110133607598,15878.4393791602,0.0
16343,cg16268429,2573.48552696786,28970.4855224683,0.0
16344,cg16268563,28360.4855224683,7141.485522468271,0.0
16345,cg16269097,5877.439379160191,7854.439379160191,0.0
16346,cg16270091,231.862650367924,8839.48552246827,0.0
16347,cg16270890,15149.485522468301,11562.485522468301,0.0
16348,cg16270990,17502.4855224683,4971.485522468271,0.0
16349,cg16272420,7397.439379160191,5657.439379160191,0.0
16350,cg16273524,341.005213042594,26875.4855224683,0.0
16351,cg16273597,316.149313415093,23300.4855224683,0.0
16352,cg16273788,461.248690470674,19892.4855224683,0.0
16353,cg16274148,294.137681334378,21875.4855224683,0.0
16354,cg16275172,236.948363498554,20508.4855224683,0.0
16355,cg16276070,298.241463604498,16547.4855224683,0.0
16356,cg16276199,407.178152414337,19069.4855224683,0.0
16357,cg16279786,17458.4855224683,7523.485522468271,0.0
16358,cg16280313,193.82610865177898,9991.43937916019,0.0
16359,cg16280667,19444.4855224683,3927.48552246827,0.0
16360,cg16280922,1523.88450467292,38037.4855224683,0.0
16361,cg16281796,238.263233485763,14840.4393791602,0.0
16362,cg16282101,323.080689518594,20126.4393791602,0.0
16363,cg16282679,14356.485522468301,1036.92873336798,0.0
16364,cg16284168,259.482658583478,9312.48552246827,0.0
16365,cg16284292,254.660138059022,17532.4855224683,0.0
16366,cg16286776,235.04320009971002,19627.4855224683,0.0
16367,cg16290693,474.93198792501505,27765.4855224683,0.0
16368,cg16290737,403.24876748540606,11828.4393791602,0.0
16369,cg16293088,496.613233715554,25117.4855224683,0.0
16370,cg16293105,1678.5929786711401,28439.4855224683,0.0
16371,cg16293656,13501.485522468301,17968.4855224683,0.0
16372,cg16293991,338.329251111777,5781.485522468271,0.0
16373,cg16295988,326.651033153255,17871.4855224683,0.0
16374,cg16296356,278.757032285174,7752.439379160191,0.0
16375,cg16297030,7257.485522468271,2624.48552469568,0.0
16376,cg16298264,255.52615042961398,27361.4855224683,0.0
16377,cg16298282,164.904229518465,1501.4548876248098,0.0
16378,cg16299341,230.419889046741,6751.439379160191,0.0
16379,cg16299616,225.65933955876,13196.4393791602,0.0
16380,cg16301617,15716.485522468301,8063.485522468271,0.0
16381,cg16302441,5435.485522468271,4110.485522468271,0.0
16382,cg16303453,7335.439379160191,4578.43937916019,0.0
16383,cg16303562,1744.5446462903399,1395.56397428211,0.0
16384,cg16306115,338.995440878891,7733.485522468271,0.0
16385,cg16306381,308.740628048703,30166.4855224683,0.0
16386,cg16307860,437.591306788506,6916.485522468271,0.0
16387,cg16310262,376.70584516615304,12930.485522468301,0.0
16388,cg16310717,560.318597278985,2709.4855231373103,0.0
16389,cg16312163,10771.4393791602,10552.4393791602,0.0
16390,cg16312647,169.204070390292,7839.439379160191,0.0
16391,cg16312916,323.510178646548,33634.4855224683,0.0
16392,cg16313343,4496.43937916019,5166.43937916019,0.0
16393,cg16313587,226.95769945632003,14931.485522468301,0.0
16394,cg16315923,666.193846514921,29480.4855224683,0.0
16395,cg16317961,330.157165655579,16956.4855224683,0.0
16396,cg16319213,213.626761482368,10609.4393791602,0.0
16397,cg16319578,6267.485522468271,14213.485522468301,0.0
16398,cg16321029,3188.4393791601897,2801.4393791601897,0.0
16399,cg16323498,250.610815031082,20988.4855224683,0.0
16400,cg16324018,610.141643645612,3694.4393791601897,0.0
16401,cg16326979,270.526449689208,23515.4855224683,0.0
16402,cg16328273,269.814514992589,30857.4855224683,0.0
16403,cg16328820,306.712313202083,16022.485522468301,0.0
16404,cg16330965,5343.485522468271,11844.485522468301,0.0
16405,cg16332060,181.644849302324,6286.439379160191,0.0
16406,cg16332224,23896.4855224683,4533.485522468271,0.0
16407,cg16332577,1794.5225460994,39385.4855224683,0.0
16408,cg16334519,1854.50626656814,2440.48554884281,0.0
16409,cg16334795,430.862995600593,799.50333233165,0.0
